Prov/Terr,CD/DR,CSD/SDR,CMA-CA/RMR-AR,Classification,Description,Total - Taxable Returns/Total - Déclarations imposables,Total Income - Taxable Returns/Revenu total - Déclarations imposables,Total Tax - Taxable Returns/Impôt total- Déclarations imposables,Average Income - Taxable Returns/  Revenu moyen - Déclarations imposables,Total - All Returns/Total - Toutes les déclarations,Total Income - All Returns/Revenu total - Toutes les déclarations ,"Under $10,000 - All Returns/Moins de 10 000$ - Toutes les déclarations ","$10,000 to $14,999 - All Returns/10 000$ à 14 999$ - Toutes les déclarations ","$15,000 to $19,999 - All Returns/15 000$ à 19 999$ - Toutes les déclarations","$20,000 to $24,999 - All Returns/20 000$ à 24 999$ - Toutes les déclarations ","$25,000 to $29,999 - All Returns/25 000$ à 29 999$ - Toutes les déclarations","$30,000 to $34,999 - All Returns/30 000$ à 34 999$ - Toutes les déclarations ","$35,000 to $39,999 - All Returns/35 000$ à 39 999$ - Toutes les déclarations","$40,000 to $44,999 - All Returns/40 000$ à 44 999$ - Toutes les déclarations ","$45,000 to $49,999 - All Returns/45 000$ à 49 999$ - Toutes les déclarations","$50,000 to $59,999 - All Returns/50 000$ à 59 999$ - Toutes les déclarations ","$60,000 to $69,999 - All Returns/60 000$ à 69 999$ - Toutes les déclarations ","$70,000 to $79,999 - All Returns/70 000$ à 79 999$ - Toutes les déclarations ","$80,000 to $89,999 - All Returns/80 000$ à 89 999$ - Toutes les déclarations ","$90,000 to $99,999 - All Returns/90 000$ à 99 999$ - Toutes les déclarations ","$100,000 to $149,999 - All Returns/100 000$ à 149 999$ - Toutes les déclarations ","$150,000 to $249,999 - All Returns/150 000$ à 249 999$ - Toutes les déclarations ","$250,000 and over - All Returns/250 000$ et plus - Toutes les déclarations ",Average Income - All Returns/  Revenu moyen - Toutes les déclarations
35,49,31,0,OUT/EXT     ,McDougall,1000,51008000,7551000,51000,1490,56870000,210,160,170,120,110,110,110,110,70,90,80,50,40,20,40,10,,38000
35,49,32,0,OUT/EXT     ,Parry Sound,6790,326858000,46590000,48000,10230,365247000,1540,1010,1230,900,740,760,710,640,500,650,470,330,240,140,260,70,30,36000
35,49,39,0,OUT/EXT     ,Whitestone,540,22816000,2837000,42000,820,25803000,120,80,100,80,70,80,60,60,50,40,30,10,,,20,,,31000
35,49,43,0,OUT/EXT     ,Magnetawan,2540,119561000,17226000,47000,4030,135775000,670,390,540,350,290,280,260,250,160,280,180,120,90,60,80,20,,34000
35,49,48,0,OUT/EXT     ,Sundridge,1470,67194000,9208000,46000,2430,77946000,410,270,340,210,170,170,160,150,100,160,90,60,50,30,40,10,,32000
35,49,56,0,OUT/EXT     ,South River,1140,49958000,6679000,44000,1980,58909000,360,250,310,190,130,120,110,110,90,100,90,40,30,20,30,,,30000
35,49,60,0,OUT/EXT     ,Powassan,560,23108000,3040000,41000,840,26192000,120,80,110,80,70,60,80,50,30,60,40,20,10,,10,,,31000
35,49,71,0,OUT/EXT     ,Nipissing,370,16628000,2233000,44000,650,19567000,130,80,100,50,50,40,30,40,20,50,30,,,,10,,,30000
35,49,76,0,OUT/EXT     ,French River 13,30,907000,94000,34000,90,1692000,30,,20,10,,,,,,,,,,,,,,19000
35,49,96,0,OUT/EXT     ,"Parry Sound, Unorganized, Centre Part",890,38285000,4656000,43000,1590,46495000,290,180,270,150,100,110,100,60,70,90,60,40,10,,30,,,29000
35,49,0,0,TOTAL       ,Total (CD/DR),20300,935262000,130054000,46000,31950,1064311000,5190,3360,4210,2920,2360,2300,2130,1930,1430,2030,1340,880,620,370,620,180,80,33000
35,51,1,0,OUT/EXT     ,Tehkummah,310,11973000,1343000,39000,490,14121000,80,60,80,50,40,40,40,20,30,20,20,,,,,,,29000
35,51,6,0,OUT/EXT     ,Central Manitoulin,1200,55036000,7224000,46000,1830,62545000,270,200,240,130,130,140,140,120,90,120,70,50,30,30,50,10,,34000
35,51,11,0,OUT/EXT     ,Assiginack,420,18742000,2574000,45000,720,22841000,130,70,90,80,50,50,40,40,30,50,40,20,10,10,10,,,32000
35,51,17,0,OUT/EXT     ,Northeastern Manitoulin and the Islands,1150,54788000,7666000,48000,1880,64636000,330,180,220,170,130,140,130,110,80,120,70,60,40,30,50,20,,34000
35,51,21,0,OUT/EXT     ,Billings,270,13345000,1974000,49000,380,14776000,50,30,40,30,30,30,20,30,20,30,10,20,,,20,,,39000
35,51,26,0,OUT/EXT     ,Gore Bay,900,43634000,6611000,48000,1700,54834000,380,180,210,140,110,110,120,100,80,100,60,30,40,20,20,,,32000
35,51,28,0,OUT/EXT     ,Burpee and Mills,180,7728000,977000,42000,290,9012000,40,30,40,30,30,30,20,10,20,10,,,,,,,,32000
35,51,36,0,OUT/EXT     ,Killarney,210,8251000,1015000,39000,280,9082000,20,10,40,40,40,30,20,20,20,20,,10,,,,,,33000
35,51,40,0,OUT/EXT     ,Whitefish River (Part) 4,50,2037000,238000,41000,280,5600000,110,40,30,20,20,10,10,10,10,10,,,,,,,,20000
35,51,42,0,OUT/EXT     ,Sheguiandah 24,270,12699000,1669000,46000,500,15436000,110,60,60,50,30,40,30,20,20,40,20,10,,,,,,31000
35,51,43,0,OUT/EXT     ,Wikwemikong Unceded,120,4378000,451000,38000,1480,25022000,620,220,190,90,80,70,50,40,40,40,20,,10,,,,,17000
35,51,44,0,OUT/EXT     ,Sheshegwaning 20,,,,,80,1291000,20,20,10,,,,,,,,,,,,,,,17000
35,51,45,0,OUT/EXT     ,M'Chigeeng 22 (West Bay 22),30,861000,103000,34000,160,2314000,80,30,10,,,,,,,,,,,,,,,15000
35,51,94,0,OUT/EXT     ,"Manitoulin, Unorganized, West Part",90,3379000,337000,37000,170,4521000,20,20,30,20,10,20,10,,,,,,,,,,,27000
35,51,0,0,TOTAL       ,Total (CD/DR),5200,237024000,32192000,46000,10230,306032000,2240,1150,1290,860,710,710,630,530,440,570,330,230,180,130,180,40,10,30000
35,52,1,0,OUT/EXT     ,French River / Rivière des Français,1660,73904000,9820000,45000,2750,87133000,440,360,360,240,210,200,170,150,130,180,110,70,50,40,50,10,,32000
35,52,4,0,OUT/EXT     ,St.-Charles,670,31260000,4525000,47000,1100,36026000,210,110,140,90,70,70,70,80,60,80,50,30,20,10,20,,,33000
35,52,13,0,OUT/EXT     ,Markstay-Warren,1160,54638000,7975000,47000,1890,62511000,340,190,240,140,140,120,130,120,80,140,70,60,40,30,40,10,,33000
35,52,23,0,OUT/EXT     ,Sables-Spanish Rivers,1420,64889000,9250000,46000,2920,82387000,730,380,360,220,180,190,160,140,100,150,110,70,50,30,50,10,,28000
35,52,26,0,OUT/EXT     ,Espanola,3040,153039000,23550000,50000,4570,169544000,740,450,520,310,270,300,260,280,220,320,230,220,160,130,120,20,,37000
35,52,28,0,OUT/EXT     ,Baldwin,310,14263000,2184000,46000,470,15768000,90,40,60,50,20,20,40,30,30,30,20,20,10,,10,,,34000
35,52,31,0,OUT/EXT     ,Nairn and Hyman,210,9429000,1388000,44000,330,10460000,60,40,40,30,20,20,20,20,10,30,10,,,,,,,32000
35,52,92,0,OUT/EXT     ,Chapleau,1400,72454000,10787000,52000,2160,81131000,380,170,240,160,110,130,120,100,110,200,120,100,60,60,90,,,38000
35,52,93,0,OUT/EXT     ,"Sudbury, Unorganized, North Part",800,38188000,5426000,48000,1330,44922000,250,140,160,130,90,90,80,60,70,90,60,50,30,20,30,,,34000
35,52,0,0,TOTAL       ,Total (CD/DR),10670,512066000,74905000,48000,17500,589881000,3230,1870,2120,1360,1110,1130,1030,970,810,1210,770,620,420,340,420,80,20,34000
35,54,6,0,OUT/EXT     ,Latchford,150,7612000,1240000,50000,300,9206000,60,40,50,30,20,20,20,,,10,10,,,,10,,,31000
35,54,29,0,OUT/EXT     ,Casey,130,5771000,798000,45000,210,6571000,50,30,30,20,10,10,10,20,,10,,,,,,,,31000
35,54,34,0,OUT/EXT     ,Hilliard,50,2363000,340000,45000,100,2893000,20,20,20,,,,,,,,,,,,,,,30000
35,54,36,0,OUT/EXT     ,Armstrong,620,28492000,3803000,46000,990,32492000,190,100,130,80,70,70,60,50,50,70,50,30,20,20,20,,,33000
35,54,38,0,OUT/EXT     ,Thornloe,310,13140000,1812000,42000,520,14718000,110,60,60,40,50,40,30,30,20,40,,10,,,,,,29000
35,54,42,0,OUT/EXT     ,James,230,10887000,1677000,47000,400,12685000,80,50,50,30,30,20,10,10,20,40,20,10,,,,,,32000
35,54,44,0,OUT/EXT     ,Charlton and Dack,210,10067000,1516000,48000,390,11834000,90,60,40,40,20,20,20,20,10,30,10,,,,10,,,30000
35,54,52,0,OUT/EXT     ,Englehart,1590,78102000,11573000,49000,2540,88591000,420,290,330,210,160,150,140,130,120,170,140,90,60,40,70,20,,35000
35,54,56,0,OUT/EXT     ,Matachewan,140,7105000,1131000,50000,270,8488000,70,40,30,20,,20,10,10,,30,10,,,,,,,31000
35,54,58,0,OUT/EXT     ,McGarry,260,13039000,2143000,49000,530,16273000,110,70,90,40,30,30,30,20,20,20,20,10,20,,20,,,31000
35,54,62,0,OUT/EXT     ,Larder Lake,340,16378000,2534000,48000,590,19518000,100,70,80,50,40,40,40,20,30,40,20,20,10,10,20,,,33000
35,54,66,0,OUT/EXT     ,Gauthier,40,2360000,430000,56000,80,2710000,20,10,,,,,,,,,,,,,,,,36000
35,54,68,0,OUT/EXT     ,Kirkland Lake,4390,237648000,40085000,54000,7180,270484000,1210,820,900,640,450,380,410,320,290,460,360,240,200,160,260,60,30,38000
35,54,94,0,OUT/EXT     ,"Timiskaming, Unorganized, West Part",530,25280000,3807000,47000,890,29151000,160,110,120,80,60,50,50,30,40,70,40,20,20,20,20,,,33000
35,54,0,0,TOTAL       ,Total (CD/DR),9000,458243000,72888000,51000,14980,525616000,2670,1760,1920,1280,960,840,840,670,620,990,700,470,370,300,460,100,50,35000
35,56,14,0,OUT/EXT     ,Black River-Matheson,1290,69163000,11982000,54000,2150,80077000,390,230,260,180,140,110,100,100,80,140,110,90,80,50,80,20,,37000
35,56,31,0,OUT/EXT     ,Iroquois Falls,2680,140131000,21534000,52000,3920,154495000,540,340,490,300,230,220,260,230,190,320,210,200,170,100,120,10,,39000
35,56,42,0,OUT/EXT     ,Cochrane,3120,153617000,22875000,49000,4920,174628000,880,510,520,350,320,310,280,310,280,420,240,170,100,80,120,20,10,36000
35,56,48,0,OUT/EXT     ,Smooth Rock Falls,830,41069000,6068000,50000,1280,46476000,190,120,170,110,70,80,80,80,60,100,60,50,40,20,50,,,36000
35,56,52,0,OUT/EXT     ,Fauquier-Strickland,260,11756000,1682000,45000,450,14164000,70,50,70,50,40,20,20,20,20,30,20,20,10,,,,,31000
35,56,56,0,OUT/EXT     ,Moonbeam,640,32485000,4824000,51000,970,36631000,130,90,130,70,70,70,60,60,40,60,60,40,30,30,30,,,38000
35,56,66,0,OUT/EXT     ,Kapuskasing,4710,237963000,36448000,51000,7020,264363000,1000,730,790,540,450,430,450,390,340,560,410,310,210,180,190,40,10,38000
35,56,70,0,OUT/EXT     ,Val Rita-Harty,360,17408000,2619000,48000,560,19730000,90,50,70,40,40,40,30,30,20,60,30,20,20,10,10,,,35000
35,56,73,0,OUT/EXT     ,Opasatika,100,4964000,740000,48000,190,6008000,40,20,20,20,10,20,10,,,,10,10,,,,,,32000
35,56,76,0,OUT/EXT     ,Hearst,3220,163800000,25244000,51000,4790,182844000,670,470,540,340,310,280,310,310,270,430,270,170,140,110,120,30,10,38000
35,56,77,0,OUT/EXT     ,Mattice-Val Côté,300,12932000,1784000,44000,530,15807000,110,60,70,50,40,30,30,30,20,50,20,20,,,,,,30000
35,56,92,0,OUT/EXT     ,"Cochrane, Unorganized, North Part",260,11780000,1670000,45000,450,13795000,100,50,50,30,20,20,20,40,20,30,30,10,,,,,,31000
35,56,93,0,OUT/EXT     ,Fort Albany (Part) 67,40,1831000,220000,43000,340,6137000,150,60,30,10,30,10,10,,10,10,,,,,,,,18000
35,56,95,0,OUT/EXT     ,Constance Lake 92,30,915000,76000,33000,410,5615000,200,70,40,30,20,20,10,,,,,,,,,,,14000
35,56,96,0,OUT/EXT     ,Moose Factory 68,170,9661000,1278000,59000,1160,30699000,440,110,110,50,50,50,50,60,30,60,60,30,20,20,30,,,27000
35,56,106,0,OUT/EXT     ,Moosonee,480,26753000,3967000,55000,1040,35163000,280,120,90,60,50,50,40,60,30,60,50,40,20,20,50,,,34000
35,56,0,0,TOTAL       ,Total (CD/DR),18490,936228000,143013000,51000,30160,1086632000,5260,3060,3460,2240,1880,1770,1750,1710,1430,2330,1580,1170,860,640,820,150,60,36000
35,57,6,0,OUT/EXT     ,Hilton Beach,360,17141000,2317000,48000,540,19180000,80,60,60,40,40,30,50,30,20,40,30,20,10,10,10,,,35000
35,57,8,0,OUT/EXT     ,St. Joseph,760,44345000,7995000,58000,1110,47990000,170,100,110,100,70,70,70,60,50,80,70,50,40,30,40,10,,43000
35,57,16,0,OUT/EXT     ,Johnson,570,29391000,4505000,52000,850,32382000,140,70,90,70,60,70,60,40,40,60,50,30,20,20,20,10,,38000
35,57,21,0,OUT/EXT     ,Bruce Mines,720,33771000,4604000,47000,1230,39235000,230,150,160,110,90,90,70,50,50,80,60,40,20,20,30,,,32000
35,57,28,0,OUT/EXT     ,Thessalon,1110,51006000,6815000,46000,1950,60208000,380,240,260,130,150,150,110,130,80,100,70,50,40,30,40,,,31000
35,57,35,0,OUT/EXT     ,Huron Shores,470,20737000,2674000,44000,820,24694000,160,100,120,80,60,50,60,40,20,50,30,20,10,10,10,,,30000
35,57,38,0,OUT/EXT     ,Blind River,1940,101787000,15309000,53000,3420,119386000,700,370,410,290,210,200,180,160,120,190,140,100,100,80,130,30,,35000
35,57,39,0,OUT/EXT     ,Spanish,340,17369000,2653000,51000,730,21878000,190,110,100,50,40,50,30,30,20,40,20,20,10,,20,,,30000
35,57,40,0,OUT/EXT     ,North Shore,200,11126000,1759000,55000,310,12353000,50,30,30,20,30,30,20,10,20,20,10,10,,,10,,,40000
35,57,72,0,OUT/EXT     ,Serpent River 7,100,4366000,644000,45000,360,8536000,100,50,50,30,30,20,20,20,10,,,,,,,,,24000
35,57,76,0,OUT/EXT     ,Michipicoten,1600,81346000,12503000,51000,2500,91535000,430,250,280,190,180,140,170,100,110,180,130,100,80,60,80,20,,37000
35,57,79,0,OUT/EXT     ,Dubreuilville,290,14444000,2190000,50000,470,16880000,90,40,40,40,30,30,30,30,20,40,20,20,20,10,10,,,36000
35,57,91,0,OUT/EXT     ,White River,330,15948000,2537000,49000,480,17643000,80,40,60,40,30,30,20,30,20,40,20,10,20,,20,,,37000
35,57,95,0,OUT/EXT     ,"Algoma, Unorganized, North Part",1860,85808000,12335000,46000,2920,96976000,560,270,320,260,200,230,180,160,120,190,130,110,90,40,60,,,33000
35,57,96,0,OUT/EXT     ,Hornepayne,610,36277000,6296000,59000,830,38219000,130,60,60,60,30,50,50,50,40,70,60,30,30,20,80,,,46000
35,57,0,0,TOTAL       ,Total (CD/DR),11260,564864000,85136000,50000,18510,647094000,3490,1930,2140,1490,1220,1230,1100,940,740,1170,840,630,490,360,570,120,40,35000
35,58,34,0,OUT/EXT     ,Dorion,310,14804000,2188000,48000,480,16911000,90,50,40,40,30,20,30,30,20,40,30,20,,,20,,,35000
35,58,41,0,OUT/EXT     ,Red Rock,510,25202000,3813000,50000,740,27877000,110,70,80,60,40,60,60,40,30,60,50,20,20,20,30,,,38000
35,58,44,0,OUT/EXT     ,Nipigon,1000,47383000,6604000,47000,1690,55396000,340,180,200,120,100,90,110,110,90,110,70,60,30,30,50,,,33000
35,58,51,0,OUT/EXT     ,Schreiber,700,36824000,5539000,53000,1030,39982000,190,80,110,70,70,70,70,50,60,70,40,40,30,20,60,,,39000
35,58,54,0,OUT/EXT     ,Terrace Bay,940,47227000,6939000,50000,1310,50694000,200,110,110,80,80,110,100,100,80,100,60,50,50,30,40,,,39000
35,58,59,0,OUT/EXT     ,Marathon,1910,114654000,21554000,60000,2800,123824000,530,220,240,190,150,180,130,130,100,150,100,120,140,150,240,30,,44000
35,58,61,0,OUT/EXT     ,Pic Mobert South,20,906000,172000,53000,160,2699000,70,40,20,,,,,,,,,,,,,,,16000
35,58,65,0,OUT/EXT     ,Gull River 55,10,490000,57000,49000,140,1926000,80,20,,,,,,,,,,,,,,,,13000
35,58,66,0,OUT/EXT     ,Manitouwadge,1080,64663000,11679000,60000,1670,70910000,300,170,170,120,90,80,90,70,70,80,60,80,80,80,120,20,,42000
35,58,69,0,OUT/EXT     ,Rocky Bay 1,20,449000,58000,30000,120,1687000,50,20,20,,10,,,,,,,,,,,,,14000
35,58,75,0,OUT/EXT     ,Greenstone,2430,118249000,16948000,49000,4150,138737000,910,410,390,310,270,270,230,240,200,290,220,140,90,70,100,20,,33000
35,58,80,0,OUT/EXT     ,Ojibway Nation of Saugeen (Savant Lake),30,1574000,260000,46000,90,2291000,30,10,,,,,,,,,,,,,,,,25000
35,58,90,0,OUT/EXT     ,"Thunder Bay, Unorganized",2730,128418000,17554000,47000,4650,151252000,890,480,530,400,330,310,270,290,200,310,180,140,110,70,100,20,,33000
35,58,0,0,TOTAL       ,Total (CD/DR),11690,600845000,93364000,51000,19020,684187000,3780,1850,1930,1420,1190,1200,1090,1070,860,1210,820,680,550,470,780,120,30,36000
35,59,1,0,OUT/EXT     ,Atikokan,1750,91958000,14437000,53000,2680,103401000,380,260,320,260,160,200,150,150,130,190,120,90,70,60,120,20,10,39000
35,59,12,0,OUT/EXT     ,Fort Frances,5490,296661000,47534000,54000,8150,330697000,1270,620,790,560,500,510,510,510,380,690,500,410,300,230,260,60,30,41000
35,59,16,0,OUT/EXT     ,La Vallee,560,27758000,4083000,49000,910,31485000,200,70,90,60,60,60,60,50,40,60,50,40,30,20,20,,,34000
35,59,19,0,OUT/EXT     ,Emo,940,47879000,7016000,51000,1500,54305000,280,140,160,110,110,100,80,80,70,100,60,70,40,30,60,10,,36000
35,59,24,0,OUT/EXT     ,Chapple,100,4905000,541000,50000,170,5786000,30,20,30,10,20,,10,,,,20,,,,,,,34000
35,59,31,0,OUT/EXT     ,Morley,280,14785000,2390000,54000,440,16327000,90,50,50,40,30,30,20,20,20,30,20,20,20,,,,,37000
35,59,40,0,OUT/EXT     ,Dawson,220,9753000,1196000,44000,400,11697000,70,60,60,30,30,20,20,20,10,20,20,10,,,,,,30000
35,59,42,0,OUT/EXT     ,Rainy River,590,28780000,3838000,48000,950,32756000,150,90,150,70,60,70,60,50,40,80,40,20,30,20,30,,,34000
35,59,47,0,OUT/EXT     ,Lake of the Woods,50,1604000,157000,36000,250,4638000,100,30,30,20,20,20,10,10,,10,,,,,,,,19000
35,59,90,0,OUT/EXT     ,"Rainy River, Unorganized",80,3048000,296000,40000,230,4694000,90,30,30,20,10,10,10,,,,,,,,,,,20000
35,59,0,0,TOTAL       ,Total (CD/DR),10060,527132000,81488000,52000,15670,595787000,2650,1370,1710,1190,980,1020,930,910,710,1200,840,670,480,370,500,100,50,38000
35,60,1,0,OUT/EXT     ,Ignace,660,33240000,5426000,50000,1020,37529000,170,100,110,100,80,70,50,50,40,80,60,30,20,20,40,,,37000
35,60,8,0,OUT/EXT     ,Sioux Narrows - Nestor Falls,430,19048000,2288000,44000,1220,29410000,400,130,130,100,90,60,60,60,40,50,40,20,10,,10,,,24000
35,60,21,0,OUT/EXT     ,Machin,740,33532000,4802000,46000,1090,37926000,160,100,130,110,90,80,80,60,60,70,60,40,10,20,20,,,35000
35,60,27,0,OUT/EXT     ,Dryden,6300,327298000,51448000,52000,8920,358033000,1240,760,860,660,580,590,620,550,480,720,550,380,320,220,310,80,20,40000
35,60,32,0,OUT/EXT     ,Ear Falls,530,28956000,4748000,54000,780,31887000,120,50,90,60,60,50,50,30,30,50,50,30,20,30,60,,,41000
35,60,34,0,OUT/EXT     ,Sioux Lookout,2610,144318000,22998000,55000,4230,168150000,830,330,310,240,220,270,260,290,260,350,240,200,150,80,160,20,20,40000
35,60,42,0,OUT/EXT     ,Red Lake,2480,173643000,34494000,70000,3360,183847000,440,210,250,210,170,190,190,180,140,240,190,140,130,120,460,90,20,55000
35,60,46,0,OUT/EXT     ,Slate Falls,,,,,100,2020000,30,20,10,10,,,,,,,,,,,,,,21000
35,60,49,0,OUT/EXT     ,Pickle Lake,180,8320000,1181000,46000,470,12272000,160,50,40,30,30,20,30,20,20,30,20,10,,,,,,26000
35,60,50,0,OUT/EXT     ,Fort Albany (Part) 67,20,888000,132000,40000,730,9749000,410,90,60,30,20,20,20,10,10,20,,,,,,,,13000
35,60,51,0,OUT/EXT     ,Attawapiskat 91A,80,3233000,340000,40000,780,10986000,440,90,60,30,30,30,30,20,10,20,,,,,,,,14000
35,60,52,0,OUT/EXT     ,Marten Falls 65,,,,,60,802000,30,10,,,,,,,,,,,,,,,,14000
35,60,54,0,OUT/EXT     ,Cat Lake 63C,10,476000,55000,40000,240,2995000,130,30,30,20,,,,,,,,,,,,,,12000
35,60,55,0,OUT/EXT     ,Osnaburgh 63B,10,569000,91000,47000,280,2696000,200,30,20,,,10,,,,,,,,,,,,10000
35,60,56,0,OUT/EXT     ,Lac Seul 28,,,,,140,1734000,80,20,10,,,10,,,,,,,,,,,,12000
35,60,59,0,OUT/EXT     ,Weagamow Lake 87,30,1801000,283000,53000,470,8232000,210,60,60,30,20,20,10,20,10,,,,,,,,,17000
35,60,61,0,OUT/EXT     ,Wabaseemoong,10,465000,36000,33000,330,4140000,190,40,10,30,20,10,10,,10,,,,,,,,,13000
35,60,67,0,OUT/EXT     ,Poplar Hill,,,,,260,3733000,140,20,30,10,10,,10,,,10,,,,,,,,14000
35,60,70,0,OUT/EXT     ,Deer Lake,,,,,420,4405000,270,50,30,20,20,10,10,,,,,,,,,,,10000
35,60,74,0,OUT/EXT     ,Wapekeka 1,,,,,200,2746000,100,20,20,20,20,,,,,,,,,,,,,14000
35,60,75,0,OUT/EXT     ,Kitchenuhmaykoosib Aaki 84 (Big Trout Lake),,,,,500,8126000,240,80,50,20,20,20,20,10,10,20,,,,,,,,16000
35,60,76,0,OUT/EXT     ,Sachigo Lake 1,,,,,250,3305000,130,40,20,10,20,20,,,,,,,,,,,,13000
35,60,77,0,OUT/EXT     ,Pikangikum 14,20,562000,61000,33000,1050,9248000,730,100,70,30,40,30,20,20,,10,,,,,,,,9000
35,60,78,0,OUT/EXT     ,Fort Severn 89,,,,,190,3170000,80,30,30,10,,,,,,,,,,,,,,17000
35,60,79,0,OUT/EXT     ,Webequie,,,,,390,4513000,210,70,40,20,20,10,,,,,,,,,,,,12000
35,60,80,0,OUT/EXT     ,North Spirit Lake,,,,,110,1414000,50,20,10,,,,,,,,,,,,,,,13000
35,60,81,0,OUT/EXT     ,Lansdowne House,,,,,130,2244000,60,20,10,10,,,,,,,,,,,,,,17000
35,60,85,0,OUT/EXT     ,Wunnumin 1,,,,,290,3988000,150,30,30,20,30,,,,,,,,,,,,,14000
35,60,86,0,OUT/EXT     ,Summer Beaver,,,,,210,2810000,110,30,20,20,20,10,,,,,,,,,,,,13000
35,60,90,0,OUT/EXT     ,"Kenora, Unorganized",1170,58255000,8875000,50000,3660,86603000,1440,400,330,250,220,170,150,130,110,160,90,80,50,30,50,20,,24000
35,60,91,0,OUT/EXT     ,Peawanuck,10,569000,80000,52000,130,2810000,40,30,20,10,10,,,,,,,,,,,,,22000
35,60,95,0,OUT/EXT     ,Bearskin Lake,10,417000,50000,38000,230,4017000,90,40,30,20,20,10,10,,,,,,,,,,,17000
35,60,96,0,OUT/EXT     ,Kasabonika Lake,,,,,450,4951000,270,70,20,30,20,,20,,,,,,,,,,,11000
35,60,97,0,OUT/EXT     ,Muskrat Dam Lake,,,,,140,2031000,70,10,10,,10,,,,,,,,,,,,,15000
35,60,98,0,OUT/EXT     ,Kingfisher Lake 1,,,,,250,3716000,120,20,30,20,20,20,,,,,,,,,,,,15000
35,60,104,0,OUT/EXT     ,Kee-Way-Win,,,,,180,2545000,100,20,10,,,10,,,,,,,,,,,,14000
35,60,0,0,TOTAL       ,Total (CD/DR),15390,839605000,137962000,55000,33230,1058784000,9630,3210,2960,2190,1950,1810,1690,1550,1300,1890,1350,980,760,540,1140,230,70,32000
35,0,0,0,TOTAL-PROV  ,Total Prov/Terr,6440490,389667778000,69450733000,61000,9866730,421966919000,1882980,947500,925180,695330,574700,559540,538800,506460,434570,693290,524110,396590,311800,226310,411160,153560,84850,43000
46,0,0,602,CMA/RMR     ,Winnipeg,397900,20834020000,3815724000,52000,559450,22424398000,95150,48090,49840,42710,39880,39900,36310,33680,27230,42610,30850,22900,14750,9050,17190,6040,3280,40000
46,0,0,0,TOTAL       ,Total (CMA/RMR),397900,20834020000,3815724000,52000,559450,22424398000,95150,48090,49840,42710,39880,39900,36310,33680,27230,42610,30850,22900,14750,9050,17190,6040,3280,40000
46,0,0,607,CA/AR       ,Portage La Prairie,11050,487117000,77948000,44000,17120,545094000,4090,1570,1790,1330,1140,1240,1020,1010,700,990,770,480,360,220,300,80,40,32000
46,0,0,610,CA/AR       ,Brandon,29040,1428706000,250943000,49000,39140,1532383000,5670,3260,3680,3170,3040,3260,2870,2640,1880,2750,2040,1490,1110,620,1130,360,170,39000
46,0,0,640,CA/AR       ,Thompson,6770,433042000,93106000,64000,9220,458875000,1570,670,570,520,490,500,440,430,390,580,510,550,510,420,900,130,30,50000
46,0,0,0,TOTAL       ,Total (CA/AR),46850,2348866000,421997000,50000,65490,2536352000,11330,5510,6040,5020,4660,5000,4330,4070,2970,4330,3320,2520,1980,1260,2330,570,250,39000
46,1,35,0,OUT/EXT     ,Stuartburn,590,22628000,3322000,39000,1090,27350000,230,180,160,90,80,80,60,50,30,50,30,30,10,,,,,25000
46,1,39,0,OUT/EXT     ,Piney,710,28037000,3968000,40000,1250,34745000,250,150,190,120,110,80,70,50,50,60,50,40,20,,10,,,28000
46,1,43,0,OUT/EXT     ,Reynolds,530,20706000,2803000,39000,760,23137000,110,80,90,70,80,80,60,50,30,50,30,20,,,,,,31000
46,1,46,0,OUT/EXT     ,Whitemouth,870,36057000,5450000,42000,1290,40568000,220,130,160,130,110,110,80,80,60,70,50,30,20,10,20,,,32000
46,1,51,0,OUT/EXT     ,Pinawa,1050,55788000,8966000,53000,1270,58268000,130,70,80,70,90,100,80,110,90,120,100,80,50,30,60,10,,46000
46,1,57,0,OUT/EXT     ,Lac du Bonnet,100,4364000,709000,43000,160,4863000,30,20,20,,,20,,10,,,,,,,,,,31000
46,1,60,0,OUT/EXT     ,Lac du Bonnet,2440,114597000,19278000,47000,3260,124350000,370,240,400,300,280,280,220,190,170,240,160,130,90,60,100,30,,38000
46,1,70,0,OUT/EXT     ,Buffalo Point 36,90,4453000,697000,47000,140,5163000,30,,,10,10,10,10,10,,20,,,,,,,,37000
46,1,71,0,OUT/EXT     ,Alexander,1050,47231000,6914000,45000,1430,52104000,180,110,170,120,120,140,100,90,60,120,70,60,30,20,40,,,36000
46,1,75,0,OUT/EXT     ,Powerview-Pine Falls,1060,56149000,9369000,53000,2660,70580000,1070,240,230,190,130,130,100,80,70,110,70,80,50,30,60,30,,27000
46,1,78,0,OUT/EXT     ,Victoria Beach,250,12457000,2117000,49000,330,13495000,40,30,30,40,30,30,20,20,20,30,20,,,,,,,41000
46,1,94,0,OUT/EXT     ,"Division No. 1, Unorganized",260,13118000,2211000,50000,310,13541000,40,20,30,20,30,30,30,20,20,20,20,10,,,,,,44000
46,1,0,0,TOTAL       ,Total (CD/DR),9000,415587000,65803000,46000,13940,468165000,2680,1280,1560,1150,1070,1080,840,770,610,890,600,480,290,190,330,90,30,34000
46,2,25,0,OUT/EXT     ,Franklin,630,26909000,4021000,43000,1350,32322000,500,140,130,100,70,70,50,70,60,60,50,30,10,,10,,,24000
